project_id,snapshot_month,previous_target,previous_target_source,current_target,current_target_source,reporting_regime,interpreted_change_months,semantic_comparable,exclusion_reason
L-N22000616,2025-02,2030-06-01,ORIGINAL,2030-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000616,2025-03,2030-06-01,REVISED,2030-06-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000616,2025-04,2030-06-01,ORIGINAL,2030-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000618,2025-02,2027-03-01,ORIGINAL,2027-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000618,2025-03,2027-03-01,REVISED,2027-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000618,2025-04,2027-03-01,ORIGINAL,2027-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000618,2025-05,2027-03-01,ANTICIPATED,2028-03-01,REVISED,OCMS_LEGACY,12,0,TARGET_SOURCE_TRANSITION
L-N22000625,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N22000625,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000625,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000628,2025-03,2024-06-01,REVISED,2016-09-01,REVISED,OCMS_LEGACY,-93,1,
L-N24000165,2025-02,2024-12-01,ORIGINAL,2024-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24000165,2025-03,2024-12-01,REVISED,2024-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24000165,2025-04,2024-12-01,ORIGINAL,2024-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24000165,2025-05,2024-12-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,6,1,
L-N24000245,2025-04,2019-09-01,REVISED,2019-09-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000245,2025-05,2019-09-01,ANTICIPATED,2019-09-01,REVISED,OCMS_LEGACY,0,1,
L-N24000247,2025-03,2025-03-01,REVISED,2017-02-01,REVISED,OCMS_LEGACY,-97,1,
L-N24000248,2025-03,2023-12-01,REVISED,2017-01-01,REVISED,OCMS_LEGACY,-83,1,
L-N24000301,2025-04,2021-05-01,REVISED,2021-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000301,2025-05,2021-05-01,ANTICIPATED,2021-05-01,REVISED,OCMS_LEGACY,0,1,
L-N24000334,2025-04,2024-08-01,REVISED,2024-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000334,2025-05,2024-08-01,ANTICIPATED,2024-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24000463,2025-04,2023-08-01,REVISED,2023-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000463,2025-05,2023-08-01,ANTICIPATED,2023-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24000488,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000488,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000488,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000488,2025-06,2025-06-01,REVISED,2024-11-01,REVISED,OCMS_LEGACY,-7,1,
L-N24000531,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N24000531,2025-06,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
L-N24000559,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N24000560,2025-02,2025-02-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000560,2025-03,2025-03-01,REVISED,2025-05-01,ORIGINAL,OCMS_LEGACY,2,0,TARGET_SOURCE_TRANSITION
L-N24000560,2025-04,2025-05-01,ORIGINAL,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000560,2025-05,2025-05-01,ANTICIPATED,2025-05-01,REVISED,OCMS_LEGACY,0,1,
L-N24000560,2025-06,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N24000564,2025-02,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N24000564,2025-03,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N24000564,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000564,2025-05,2025-06-01,ANTICIPATED,2025-07-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000570,2025-03,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N24000576,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N24000576,2025-06,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
L-N24000578,2025-04,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N24000578,2025-06,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
L-N24000603,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000649,2025-04,2025-06-01,REVISED,2025-10-01,ANTICIPATED,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N24000649,2025-05,2025-10-01,ANTICIPATED,2025-10-01,REVISED,OCMS_LEGACY,0,1,
L-N24000659,2025-04,2024-10-01,REVISED,2024-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000659,2025-05,2024-10-01,ANTICIPATED,2025-05-01,REVISED,OCMS_LEGACY,7,0,TARGET_SOURCE_TRANSITION
L-N24000683,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000683,2025-05,2025-03-01,ANTICIPATED,2024-12-01,REVISED,OCMS_LEGACY,-3,0,TARGET_SOURCE_TRANSITION
L-N24000686,2025-03,2025-02-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,2,1,
L-N24000686,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000686,2025-05,2025-05-01,ANTICIPATED,2025-05-01,REVISED,OCMS_LEGACY,0,1,
L-N24000688,2025-04,2025-09-01,REVISED,2025-09-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000688,2025-05,2025-09-01,ANTICIPATED,2025-09-01,REVISED,OCMS_LEGACY,0,1,
L-N24000697,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N24000697,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000697,2025-04,2025-04-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,1,1,
L-N24000697,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N24000697,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N24000704,2025-04,2024-02-01,REVISED,2024-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000704,2025-05,2024-02-01,ANTICIPATED,2024-02-01,REVISED,OCMS_LEGACY,0,1,
L-N24000709,2025-04,2024-12-01,REVISED,2024-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000736,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N24000736,2025-05,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N24000741,2025-04,2024-03-01,REVISED,2024-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000741,2025-05,2024-03-01,ANTICIPATED,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24000745,2025-04,2024-09-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,8,0,TARGET_SOURCE_TRANSITION
L-N24000745,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24000749,2025-04,2024-12-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,5,0,TARGET_SOURCE_TRANSITION
L-N24000749,2025-05,2025-05-01,ANTICIPATED,2025-07-01,REVISED,OCMS_LEGACY,2,0,TARGET_SOURCE_TRANSITION
L-N24000752,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000752,2025-04,2025-04-01,REVISED,2025-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000752,2025-05,2025-04-01,ANTICIPATED,2025-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24000753,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000753,2025-04,2025-04-01,REVISED,2025-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000753,2025-05,2025-04-01,ANTICIPATED,2025-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24000767,2025-04,2023-12-01,REVISED,2023-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000767,2025-05,2023-12-01,ANTICIPATED,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24000768,2025-04,2024-04-01,REVISED,2024-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000768,2025-05,2024-04-01,ANTICIPATED,2024-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24000771,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000771,2025-04,2025-04-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,2,0,TARGET_SOURCE_TRANSITION
L-N24000771,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N24000780,2025-04,2023-04-01,ORIGINAL,2023-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24000780,2025-05,2023-04-01,REVISED,2023-04-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24000780,2025-06,2023-04-01,ORIGINAL,,MISSING,OCMS_LEGACY,,0,MISSING_TARGET
L-N24000851,2025-05,2025-06-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,6,1,
L-N24000858,2025-03,2024-05-01,REVISED,2023-07-01,REVISED,OCMS_LEGACY,-10,1,
L-N24000858,2025-04,2023-07-01,REVISED,2024-05-01,REVISED,OCMS_LEGACY,10,1,
L-N24000880,2025-04,2025-02-01,REVISED,2025-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000880,2025-05,2025-02-01,ANTICIPATED,2025-02-01,REVISED,OCMS_LEGACY,0,1,
L-N24000907,2025-05,2024-07-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,11,1,
L-N24000910,2025-05,2024-06-01,REVISED,2026-06-01,REVISED,OCMS_LEGACY,24,1,
L-N24000912,2025-02,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000912,2025-03,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N24000912,2025-04,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N24000912,2025-05,2025-08-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,4,1,
L-N24000914,2025-02,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000914,2025-03,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N24000914,2025-04,2025-06-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,3,1,
L-N24000917,2025-02,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N24000917,2025-03,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N24000917,2025-06,2025-06-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,-2,1,
L-N24000925,2025-04,2024-09-01,REVISED,2024-09-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24000925,2025-05,2024-09-01,ANTICIPATED,2024-09-01,REVISED,OCMS_LEGACY,0,1,
L-N24000980,2025-03,2024-08-01,REVISED,2019-02-01,REVISED,OCMS_LEGACY,-66,1,
L-N24000982,2025-03,2019-08-01,REVISED,2019-05-01,REVISED,OCMS_LEGACY,-3,1,
L-N24000986,2025-03,2024-01-01,REVISED,2019-05-01,REVISED,OCMS_LEGACY,-56,1,
L-N24000990,2025-03,2024-01-01,REVISED,2019-11-01,REVISED,OCMS_LEGACY,-50,1,
L-N24000993,2025-03,2023-06-01,REVISED,2020-09-01,REVISED,OCMS_LEGACY,-33,1,
L-N24000998,2025-03,2024-08-01,ORIGINAL,,MISSING,OCMS_LEGACY,,0,MISSING_TARGET
L-N24001003,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001003,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001008,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001008,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001008,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001013,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001013,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001013,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001017,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001017,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001017,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001018,2025-02,2019-06-01,ORIGINAL,2019-06-01,REVISED,OCMS_LEGACY,0,1,
L-N24001018,2025-03,2019-06-01,REVISED,2019-06-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001018,2025-04,2019-06-01,ORIGINAL,2019-06-01,REVISED,OCMS_LEGACY,0,1,
L-N24001021,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001021,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001022,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001022,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001027,2025-02,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001027,2025-03,2024-03-01,REVISED,2024-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001046,2025-02,2023-08-01,ORIGINAL,2023-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24001046,2025-03,2023-08-01,REVISED,2023-08-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001046,2025-04,2023-08-01,ORIGINAL,2023-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24001050,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001050,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001058,2025-02,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001058,2025-03,2024-03-01,REVISED,2024-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001058,2025-04,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001069,2025-02,2019-09-01,ORIGINAL,2019-09-01,REVISED,OCMS_LEGACY,0,1,
L-N24001069,2025-03,2019-09-01,REVISED,2019-09-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001069,2025-04,2019-09-01,ORIGINAL,2019-09-01,REVISED,OCMS_LEGACY,0,1,
L-N24001078,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001078,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001078,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001079,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001079,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001079,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001081,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001090,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001090,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001092,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001092,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001092,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001097,2025-02,2020-05-01,ORIGINAL,2020-05-01,REVISED,OCMS_LEGACY,0,1,
L-N24001097,2025-03,2020-05-01,REVISED,2020-05-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001099,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001099,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001099,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001101,2025-02,2023-11-01,ORIGINAL,2023-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001101,2025-03,2023-11-01,REVISED,2023-11-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001101,2025-04,2023-11-01,ORIGINAL,2023-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001102,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001102,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001102,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001111,2025-02,2024-08-01,ORIGINAL,2024-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24001111,2025-03,2024-08-01,REVISED,2024-08-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001114,2025-02,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001114,2025-03,2024-03-01,REVISED,2024-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001114,2025-04,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001124,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001124,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001124,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001125,2025-02,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001125,2025-03,2023-12-01,REVISED,2023-12-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001125,2025-04,2023-12-01,ORIGINAL,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001127,2025-02,2024-02-01,ORIGINAL,2024-02-01,REVISED,OCMS_LEGACY,0,1,
L-N24001138,2025-02,2023-08-01,ORIGINAL,2023-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24001138,2025-03,2023-08-01,REVISED,2023-08-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001138,2025-04,2023-08-01,ORIGINAL,2023-08-01,REVISED,OCMS_LEGACY,0,1,
L-N24001156,2025-04,2023-05-01,REVISED,2023-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001156,2025-05,2023-05-01,ANTICIPATED,2023-05-01,REVISED,OCMS_LEGACY,0,1,
L-N24001157,2025-04,2024-07-01,REVISED,2024-07-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001157,2025-05,2024-07-01,ANTICIPATED,2024-07-01,REVISED,OCMS_LEGACY,0,1,
L-N24001158,2025-04,2023-12-01,REVISED,2023-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001158,2025-05,2023-12-01,ANTICIPATED,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001160,2025-04,2022-04-01,REVISED,2022-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001160,2025-05,2022-04-01,ANTICIPATED,2022-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24001161,2025-04,2022-04-01,REVISED,2022-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001161,2025-05,2022-04-01,ANTICIPATED,2022-04-01,REVISED,OCMS_LEGACY,0,1,
L-N24001162,2025-04,2022-11-01,REVISED,2022-11-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001162,2025-05,2022-11-01,ANTICIPATED,2022-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001164,2025-04,2022-07-01,REVISED,2022-07-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001164,2025-05,2022-07-01,ANTICIPATED,2022-07-01,REVISED,OCMS_LEGACY,0,1,
L-N24001165,2025-04,2021-10-01,REVISED,2021-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001165,2025-05,2021-10-01,ANTICIPATED,2021-10-01,REVISED,OCMS_LEGACY,0,1,
L-N24001168,2025-04,2023-12-01,REVISED,2023-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001168,2025-05,2023-12-01,ANTICIPATED,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001179,2025-04,2023-02-01,REVISED,2023-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001180,2025-04,2023-01-01,REVISED,2023-01-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001217,2025-04,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N24001221,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N24001222,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N24001222,2025-04,2025-06-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,6,1,
L-N24001244,2025-04,2025-02-01,REVISED,2025-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001244,2025-05,2025-02-01,ANTICIPATED,2025-02-01,REVISED,OCMS_LEGACY,0,1,
L-N24001244,2025-06,2025-02-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,2,1,
L-N24001259,2025-02,2025-02-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,10,1,
L-N24001259,2025-04,2025-12-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001271,2025-03,2025-05-01,REVISED,2025-10-01,REVISED,OCMS_LEGACY,5,1,
L-N24001271,2025-04,2025-10-01,REVISED,2025-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001271,2025-05,2025-10-01,ANTICIPATED,2025-10-01,REVISED,OCMS_LEGACY,0,1,
L-N24001272,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001272,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24001273,2025-02,2025-02-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,3,1,
L-N24001273,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001273,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24001277,2025-02,2024-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,13,1,
L-N24001286,2025-04,2023-06-01,REVISED,2023-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001286,2025-05,2023-06-01,ANTICIPATED,2023-06-01,REVISED,OCMS_LEGACY,0,1,
L-N24001303,2025-04,2024-12-01,REVISED,2024-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001303,2025-05,2024-12-01,ANTICIPATED,2024-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001309,2025-04,2024-11-01,ORIGINAL,2024-11-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001309,2025-05,2024-11-01,ANTICIPATED,2024-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001317,2025-02,2024-11-01,ORIGINAL,2025-03-01,ORIGINAL,OCMS_LEGACY,4,1,
L-N24001317,2025-04,2025-03-01,ORIGINAL,2025-04-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N24001322,2025-02,2025-03-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,9,1,
L-N24001322,2025-04,2025-12-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001322,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001325,2025-02,2025-03-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,9,1,
L-N24001325,2025-04,2025-12-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001325,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
L-N24001339,2025-04,2025-02-01,REVISED,2025-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001339,2025-05,2025-02-01,ANTICIPATED,2025-02-01,REVISED,OCMS_LEGACY,0,1,
L-N24001343,2025-02,2025-11-01,ORIGINAL,2025-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001343,2025-03,2025-11-01,REVISED,2025-11-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001343,2025-04,2025-11-01,ORIGINAL,2025-11-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001343,2025-05,2025-11-01,ANTICIPATED,2025-11-01,REVISED,OCMS_LEGACY,0,1,
L-N24001353,2025-02,2026-03-01,ORIGINAL,2026-03-01,REVISED,OCMS_LEGACY,0,1,
L-N24001353,2025-03,2026-03-01,REVISED,2026-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N24001353,2025-04,2026-03-01,ORIGINAL,2026-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N24001356,2025-02,2024-04-01,ORIGINAL,2025-12-01,ORIGINAL,OCMS_LEGACY,20,1,
L-N24001356,2025-04,2025-12-01,ORIGINAL,2024-04-01,ANTICIPATED,OCMS_LEGACY,-20,0,TARGET_SOURCE_TRANSITION
L-N24001356,2025-05,2024-04-01,ANTICIPATED,2024-04-01,REVISED,OCMS_LEGACY,0,1,
